Age,Female,Years,College,Certficates,Feedback,NPS,Explorer,Diplomat,Analyst,Salary
37,0,2,1,4,1.12,9,0,1,0,88000
28,0,3,1,3,2.38,4,0,1,0,65000
31,0,1,1,5,3.94,10,0,1,0,136000
59,0,2,1,4,3.26,9,1,0,0,94000
25,0,2,0,2,4,10,1,0,0,64000
27,0,6,1,1,3.11,5,1,0,0,54000
47,0,1,1,4,1.43,7,1,0,0,82000
50,0,1,1,1,4,8,1,0,0,125000
28,1,1,1,1,4,4,0,0,1,52400
40,1,10,1,1,3.58,10,0,1,0,103000
45,0,2,1,2,1.19,4,0,1,0,77000
45,0,7,1,2,1.27,4,0,1,0,61000
55,0,1,1,2,1.91,4,0,0,1,59000
36,0,2,0,4,1.27,5,1,0,0,60000
36,0,1,1,3,4,9,1,0,0,108000
58,0,2,1,1,3.36,5,0,1,0,86000
61,0,2,1,1,2.02,4,1,0,0,69000
65,0,5,1,4,2.18,6,0,1,0,81000
50,1,1,1,1,1.79,3,0,0,1,52000
60,0,1,1,0,3.13,6,0,1,0,86000
24,0,3,1,2,3.76,9,1,0,0,76000
60,0,1,1,0,2.54,8,0,1,0,74000
25,0,3,1,1,3.21,4,0,0,0,48000
37,0,2,1,2,4,6,0,0,1,85000
30,1,1,1,0,4,7,1,0,0,57000
53,0,1,1,2,2.47,7,1,0,0,111000
58,0,1,1,1,3.04,7,0,1,0,72000
27,0,5,1,6,2.76,5,0,0,0,53000
50,0,1,0,1,2.4,3,0,1,0,56000
53,1,2,1,3,2.85,4,0,1,0,85400
25,1,2,1,2,2.53,6,1,0,0,65000
41,1,2,0,2,4,5,0,0,1,53800
32,1,4,1,1,1.55,5,0,1,0,65600
42,1,2,0,4,4,10,0,1,0,91600
40,1,2,1,3,3.77,7,0,0,1,81000
34,0,1,1,0,2.06,8,0,1,0,58000
52,1,2,1,2,1.22,4,0,0,0,47600
54,1,2,1,1,2.76,7,0,1,0,67200
61,0,2,0,4,2.84,10,0,1,0,84000
61,0,1,1,1,2.24,4,1,0,0,55000
59,0,2,1,2,3.02,5,1,0,0,113000
37,1,1,1,0,1.15,5,1,0,0,63600
35,1,2,1,1,2.19,2,0,0,1,59000
49,1,4,1,1,3.16,5,1,0,0,73200
56,0,2,0,2,3.65,5,0,1,0,102000
50,0,5,1,3,3.15,7,1,0,0,91000
36,1,2,1,3,4,7,0,0,0,88800
53,0,2,0,4,1.76,5,0,0,1,71000
33,0,2,1,1,2.35,3,1,0,0,54000
48,0,1,1,0,1.23,2,0,0,0,62000
53,0,3,1,1,2.85,5,0,0,0,56000
46,1,6,1,2,4,8,0,1,0,89800
39,0,4,0,5,1.34,4,0,0,1,67000
60,0,1,1,0,3.36,4,0,0,0,51000
55,0,5,1,0,3.73,9,1,0,0,91000
26,1,1,0,2,2.2,6,1,0,0,59800
49,1,1,1,1,2.03,6,1,0,0,65200
55,0,1,0,4,1.49,4,0,0,1,50000
28,0,1,0,1,2.3,2,0,0,1,44000
59,0,5,1,3,4,6,0,0,1,92000
58,1,3,1,4,2.55,8,0,1,0,100400
63,1,1,1,1,3.24,6,1,0,0,83400
36,0,2,0,3,3.13,3,0,0,0,69000
36,0,1,1,4,2.37,3,0,0,0,47000
56,0,2,1,3,4,10,0,1,0,105000
50,1,2,0,2,1.65,6,0,1,0,51000
33,1,2,1,3,2,5,0,0,1,66400
59,0,1,0,2,1.6,5,0,0,1,55000
32,1,2,1,1,2.48,5,0,1,0,72600
30,0,1,1,5,4,10,0,1,0,100000
53,1,2,1,5,2.55,10,1,0,0,112400
41,1,1,1,2,2.48,6,1,0,0,65800
64,1,10,1,3,3.4,7,1,0,0,69200
64,0,4,1,2,1.21,4,0,0,1,41000
64,0,2,1,3,1.68,7,0,0,0,67000
40,1,2,1,2,2.55,2,0,0,0,60000
39,0,2,1,5,3.33,9,0,1,0,108000
39,1,1,0,1,2.78,3,0,1,0,46200
55,0,1,1,1,1.77,3,0,1,0,49000
44,1,2,1,0,2.71,7,1,0,0,80200
57,1,6,1,3,2.92,7,1,0,0,103600
46,0,2,1,0,3.11,7,0,1,0,59000
36,0,1,0,2,3.02,3,1,0,0,65000
60,1,3,0,4,1.33,6,0,1,0,71000
25,0,1,1,2,3.4,7,1,0,0,52000
40,0,7,1,5,3.1,9,1,0,0,112000
34,0,2,1,3,3.52,6,0,0,0,82000
53,0,5,1,0,1.42,7,1,0,0,60000
39,0,2,1,3,2.62,6,0,1,0,77000
48,0,4,1,2,2.76,8,0,1,0,94000
64,0,2,0,5,3.07,7,1,0,0,57000
43,1,10,1,0,4,5,0,0,0,66400
39,1,11,1,6,2.1,9,1,0,0,87200
37,0,2,1,2,3.63,10,0,1,0,94000
29,1,2,1,5,2.16,9,1,0,0,88200
32,0,1,1,1,2.85,5,1,0,0,65000
28,0,7,1,1,2.71,5,0,1,0,53000
62,0,1,0,5,2.96,8,1,0,0,73000
58,0,7,0,3,3.46,6,1,0,0,90000
30,1,1,0,3,2.46,4,0,0,0,52000
30,0,2,1,2,3.51,4,0,0,0,82000
62,0,7,0,4,4,8,0,1,0,95000
63,0,1,1,2,3.49,4,0,1,0,66000
57,1,2,1,0,3.69,8,1,0,0,77600
28,0,1,1,2,3.3,7,0,1,0,53000
48,0,4,1,4,2.01,5,0,1,0,96000
64,0,2,1,3,2.95,6,0,1,0,83000
44,0,1,0,5,2.32,10,1,0,0,93000
29,1,8,1,5,2.28,9,0,1,0,82200
59,1,4,1,1,1.94,5,0,1,0,69200
33,0,2,1,4,2.29,7,1,0,0,76000
25,0,5,1,2,1.15,3,0,0,1,33000
46,0,2,0,3,3.87,5,0,0,0,77000
63,0,1,1,5,2.65,10,0,1,0,111000
32,1,2,1,0,2.56,4,0,0,0,52600
35,0,2,1,1,2.31,6,0,1,0,71000
36,0,2,1,2,2.24,7,1,0,0,56000
30,0,1,1,2,1.47,3,0,0,0,38000
29,0,2,1,4,2.24,9,0,1,0,81000
28,1,1,1,1,3.06,2,0,0,1,44400
39,1,1,0,5,3.77,9,0,1,0,96200
38,0,5,1,5,4,9,0,1,0,132000
41,0,9,0,0,3.93,7,0,0,0,59000
49,0,2,1,3,4,8,1,0,0,110000
33,1,2,1,3,1.68,4,0,1,0,75400
27,0,2,0,4,3.08,3,0,1,0,70000
40,0,1,1,3,1.19,6,0,0,1,63000
46,1,2,0,4,2.05,4,1,0,0,71800
28,0,1,1,3,3.86,9,1,0,0,72000
24,1,1,1,5,1.84,8,0,1,0,72200
30,0,10,1,2,2.81,6,0,0,1,41000
52,1,1,1,5,2.67,10,0,1,0,97600
38,1,2,1,0,3.08,4,1,0,0,79400
35,0,2,1,3,2.96,4,0,0,1,55000
37,0,7,1,6,2.56,9,1,0,0,149000
56,1,2,1,1,1.46,3,0,0,0,40800
29,0,1,1,3,1.98,5,1,0,0,80000
38,0,1,1,2,3.46,5,1,0,0,94000
37,0,1,1,5,3.25,9,0,1,0,103000
57,1,2,1,3,3.96,8,0,1,0,102600
54,1,2,1,1,4,6,0,1,0,83200
36,0,1,1,5,3.15,7,0,0,1,82000
43,0,1,1,2,1.87,4,0,0,0,65000
29,0,2,1,4,1.34,7,0,1,0,75000
60,0,2,1,2,1.56,6,1,0,0,81000
52,0,7,1,3,1.89,4,0,0,1,76000
47,0,1,1,4,3.26,7,1,0,0,109000
25,0,4,1,5,1.68,8,0,1,0,73000
50,0,2,0,2,2.8,6,1,0,0,100000
43,0,1,1,4,3.45,9,1,0,0,112000
33,0,1,1,4,2.35,3,0,0,0,69000
60,1,1,1,2,4,5,0,1,0,77000
47,0,1,1,0,2.45,3,0,0,0,46000
57,1,2,1,5,2.17,8,1,0,0,104600
41,1,1,0,6,2.44,9,1,0,0,85800
31,0,12,0,3,4,10,0,1,0,104000
63,0,11,0,2,2,9,0,1,0,81000
55,0,1,1,4,3.69,9,0,1,0,151000
26,0,8,0,0,4,7,0,1,0,54000
31,0,1,1,1,2.3,4,0,1,0,53000
57,1,1,1,2,2.73,6,0,1,0,68600
59,0,2,0,5,2.63,7,0,0,1,55000
58,0,1,1,1,1.69,3,0,0,0,50000
26,0,4,1,4,3.55,8,1,0,0,95000
37,1,1,1,5,1.68,4,0,1,0,98600
36,0,6,1,1,1.72,6,1,0,0,78000
57,0,1,1,3,2.47,7,1,0,0,95000
26,0,1,1,5,1.41,8,0,1,0,73000
26,1,6,1,4,2.21,6,1,0,0,77800
27,0,1,1,0,1.38,4,1,0,0,43000
38,0,1,1,2,3.37,9,0,1,0,98000
47,0,6,1,6,1.18,7,0,0,0,79000
46,1,2,1,4,4,8,1,0,0,108800
35,0,2,1,2,3.18,8,0,1,0,96000
26,0,9,0,2,3.48,6,1,0,0,36000
42,0,7,1,0,2.85,5,1,0,0,77000
52,0,7,0,2,4,6,0,0,0,59000
65,0,2,0,1,1.78,3,0,0,1,43000
38,1,2,1,1,2.24,6,1,0,0,64400
42,0,2,1,0,3.9,3,1,0,0,52000
36,1,8,1,2,1.17,10,1,0,0,50800
35,1,4,0,1,2.78,5,0,1,0,48000
28,1,1,1,4,2.17,8,1,0,0,53400
61,1,7,1,4,3.98,7,0,0,1,103800
31,0,1,0,2,2.85,3,0,0,1,29000
56,0,10,1,5,2.08,9,0,1,0,122000
34,0,1,0,0,1.59,4,1,0,0,47000
65,0,1,1,6,3.03,5,0,0,0,73000
51,1,7,1,1,2.43,5,1,0,0,65800
48,0,2,1,1,1.54,6,0,1,0,76000
25,0,2,1,4,2.47,7,0,0,0,53000
41,0,1,0,3,2.16,5,0,1,0,73000
41,1,2,1,0,1.18,4,1,0,0,43800
63,0,2,0,3,2.03,5,1,0,0,60000
40,0,1,1,1,2.11,5,0,1,0,72000
35,1,2,1,6,3.46,10,1,0,0,93000
58,0,1,1,4,3,5,0,0,0,77000
46,0,6,0,1,1.69,6,1,0,0,78000
64,0,2,1,3,2.73,7,1,0,0,89000
42,0,2,1,1,1.41,4,0,1,0,69000
48,0,2,1,1,1.48,7,0,1,0,63000
26,1,2,1,2,3.82,9,0,1,0,59800
39,1,2,0,3,2.19,5,0,0,1,50200
62,0,2,1,1,2.62,6,0,1,0,99000
58,0,5,1,3,4,8,1,0,0,103000
45,0,13,0,2,4,8,0,1,0,90000
48,0,1,1,0,2.99,7,0,1,0,92000
31,1,2,1,3,1.15,6,0,1,0,62800
41,0,1,1,1,3.57,8,0,1,0,91000
28,0,1,1,5,2.92,7,0,0,0,84000
59,0,6,1,5,2.41,9,0,1,0,114000
31,0,2,0,3,2.36,7,0,1,0,51000
54,0,2,1,1,1.12,3,0,1,0,77000
59,1,3,1,3,4,6,1,0,0,98200
37,0,1,1,1,2.12,6,1,0,0,76000
42,0,8,1,3,2.11,7,1,0,0,73000
28,1,1,1,2,2.44,6,0,1,0,42400
48,1,2,0,3,2.53,8,0,1,0,100400
52,1,6,0,2,1.83,8,0,1,0,59600
64,0,2,1,5,1.9,5,1,0,0,65000
51,1,2,1,1,2.99,4,1,0,0,78800
31,0,3,1,2,2.11,5,1,0,0,105000
42,0,1,1,2,2.55,3,0,1,0,78000
53,1,2,1,3,3.78,7,1,0,0,71400
40,1,5,1,1,1.96,10,0,1,0,98000
29,0,1,1,3,2.97,9,0,1,0,65000
55,0,1,0,5,2.82,8,1,0,0,66000
48,0,2,1,2,3.33,8,1,0,0,105000
60,1,4,1,1,1.94,6,1,0,0,65000
50,1,2,1,4,3.56,9,0,1,0,122000
41,0,1,1,0,2.07,4,1,0,0,82000
45,1,1,1,3,3.13,8,0,1,0,92000
46,0,1,1,2,1.88,6,1,0,0,73000
44,0,2,1,0,2.09,3,1,0,0,75000
60,0,4,1,4,2.86,8,0,1,0,89000
28,0,5,1,2,2.46,5,1,0,0,59000
41,0,7,1,5,4,7,0,0,0,99000
48,0,2,1,3,3.41,8,1,0,0,110000
64,0,9,0,4,2.48,5,0,1,0,64000
42,0,2,1,1,1.52,8,0,1,0,76000
30,0,1,0,3,3.29,6,1,0,0,75000
43,0,1,1,6,3.1,9,0,1,0,162000
27,0,1,1,6,3.02,6,0,0,0,102000
32,0,1,1,5,4,7,0,0,1,97000
51,0,2,0,4,2.63,9,0,1,0,120000
61,1,1,1,0,3.95,5,1,0,0,65800
38,0,2,1,3,3.52,8,0,1,0,81000
54,1,2,0,4,3.28,6,0,1,0,76200
36,1,5,1,2,3.45,7,0,1,0,57800
48,0,2,0,2,2.75,6,0,1,0,65000
31,0,1,1,4,2.52,9,0,1,0,88000
46,0,7,1,0,2.71,7,1,0,0,81000
62,1,1,1,2,3.63,7,0,1,0,86600
42,1,2,1,6,1.17,5,0,0,1,75600
56,1,3,1,2,1.86,4,0,0,0,50800
50,0,2,0,3,2.29,2,0,0,1,66000
55,0,1,1,4,3.98,9,0,1,0,130000
29,0,1,1,2,1.68,6,1,0,0,52000
37,0,7,1,1,2.98,5,0,0,0,68000
27,0,8,0,1,3.83,7,0,1,0,56000
45,1,2,0,2,3.16,6,1,0,0,78000
56,0,1,1,0,2.73,5,0,1,0,83000
49,0,1,1,3,2.74,9,0,1,0,91000
61,0,2,1,0,3.29,4,0,0,0,57000
49,1,3,1,3,3.37,6,0,0,0,86200
62,1,2,0,2,3.09,4,0,0,0,46600
36,0,2,1,2,3.27,8,0,1,0,62000
27,0,1,1,0,1.36,3,0,1,0,42000
61,0,3,1,1,3.15,5,1,0,0,51000
27,0,3,1,1,2.22,5,1,0,0,61000
55,0,7,1,5,3.17,9,1,0,0,137000
40,0,1,1,5,4,8,0,1,0,145000
32,0,2,1,0,3.88,5,1,0,0,70000
37,1,4,1,2,3.07,10,1,0,0,86600
51,0,8,1,2,2.25,4,0,0,0,67000
60,0,4,1,4,2.53,7,1,0,0,81000
50,1,1,1,2,2.17,4,0,1,0,71000
25,0,5,0,3,1.37,5,0,0,1,32000
43,0,2,1,2,1.99,5,0,0,0,65000
50,1,2,1,5,3.08,7,0,1,0,78000
33,0,1,1,5,2.76,7,0,0,0,69000
37,1,5,0,0,3.1,5,1,0,0,60600
36,0,1,1,1,2.16,5,1,0,0,63000
25,1,2,1,4,2.6,9,0,1,0,66000
29,0,9,1,2,3.08,9,0,1,0,97000
59,1,1,1,2,4,9,1,0,0,90200
45,1,1,1,4,1.89,9,1,0,0,82000
58,0,1,1,5,2.25,9,1,0,0,98000
51,1,1,1,2,3.24,7,0,1,0,68800
29,0,2,1,2,1.4,7,1,0,0,40000
64,1,2,1,3,1.88,5,0,0,0,53200
54,0,2,1,2,3.5,7,0,1,0,72000
43,0,2,1,3,2.48,5,0,0,0,69000
58,0,1,1,5,2.79,8,0,1,0,115000
37,1,1,1,1,3.48,3,0,0,0,46600
38,0,10,1,1,4,8,0,1,0,122000
24,1,1,1,2,3.22,3,0,0,0,53200
62,1,2,1,1,1.76,10,1,0,0,59600
56,0,1,1,3,1.64,6,0,0,1,84000
57,1,6,1,3,2.01,9,0,1,0,80600
41,0,4,1,1,2.64,8,0,1,0,99000
58,0,4,1,5,2.35,10,0,1,0,121000
34,0,2,1,1,2.84,10,1,0,0,70000
63,1,1,1,3,3.44,7,1,0,0,84400
51,1,2,0,1,1.12,5,0,0,1,49800
55,1,1,1,2,2.05,5,1,0,0,73000
47,0,1,0,2,2.41,3,0,0,0,57000
55,1,5,1,4,4,10,0,0,0,78000
58,0,2,1,3,1.13,4,0,1,0,68000
60,0,2,0,4,2.64,8,0,0,1,65000
29,0,10,1,2,1.97,8,0,1,0,76000
52,1,1,1,1,1.17,3,1,0,0,52600
43,0,1,1,4,3.06,7,1,0,0,120000
43,0,6,0,3,1.2,4,1,0,0,55000
47,1,2,1,2,2.23,7,0,1,0,79600
35,1,5,1,5,1.23,5,0,0,0,73000
56,0,4,1,3,4,9,1,0,0,115000
63,1,8,1,4,1.31,10,1,0,0,75400
31,0,4,0,1,2.57,7,0,1,0,72000
63,1,13,1,1,4,9,1,0,0,83400
65,0,2,1,4,2.3,7,1,0,0,85000
39,0,1,1,5,3.27,8,0,0,0,103000
43,0,8,1,4,2.77,7,1,0,0,100000
60,0,8,1,0,3.86,7,0,1,0,92000
56,0,6,1,5,2.53,7,1,0,0,100000
63,0,2,1,3,2.31,7,0,1,0,107000
42,0,2,1,4,1.9,10,0,1,0,59000
33,1,2,0,3,2.56,5,0,0,0,66400
32,0,2,1,3,1.39,7,0,1,0,79000
31,1,2,0,2,1.61,3,0,0,0,51800
32,1,1,1,3,4,10,1,0,0,96600
63,1,2,1,2,4,5,0,1,0,79400
39,1,8,0,0,2.25,7,1,0,0,63200
31,0,2,1,5,1.34,3,0,0,0,65000
57,1,2,1,2,2.2,5,0,1,0,58600
25,1,1,1,5,3.65,9,0,1,0,83000
63,0,1,1,4,3.38,9,1,0,0,113000
51,1,2,0,3,2.42,4,0,0,0,66800
59,0,2,0,3,3,5,1,0,0,45000
58,0,2,1,4,1.12,4,0,0,1,60000
43,0,1,1,1,2.86,7,0,0,0,59000
58,0,1,1,2,1.86,4,1,0,0,70000
43,1,2,1,2,2.24,3,0,0,1,58400
26,1,3,1,3,3.61,9,0,0,0,58800
57,0,3,1,5,1.36,4,0,0,1,74000
45,0,5,0,1,1.52,6,1,0,0,69000
64,0,8,0,3,2.62,6,1,0,0,52000
39,1,1,1,2,2.48,9,0,1,0,60200
61,1,1,1,4,1.94,5,1,0,0,72800
47,1,1,1,1,1.55,6,0,1,0,75600
33,0,3,1,4,1.71,10,1,0,0,104000
55,0,2,1,4,1.19,7,0,1,0,95000
34,1,1,1,2,4,6,0,0,0,81200
26,1,1,1,1,1.22,3,0,0,0,50800
49,0,1,1,1,4,7,0,1,0,96000
49,0,1,0,2,1.48,3,0,0,1,69000
49,0,5,1,6,2.39,9,1,0,0,123000
56,1,6,1,1,3.23,5,0,0,1,65800
52,0,4,1,1,3.12,9,1,0,0,82000
62,0,1,1,2,2.54,4,0,1,0,80000
44,1,4,1,5,2.73,10,1,0,0,96200
46,0,3,1,3,4,6,0,0,0,123000
25,0,2,0,1,3.57,3,0,0,0,40000
27,0,1,1,3,2.22,8,0,0,1,63000
62,0,11,1,1,2.33,8,0,1,0,81000
27,0,2,1,0,1.43,5,0,1,0,56000
32,0,1,0,5,4,9,1,0,0,87000
59,0,1,0,0,1.72,5,1,0,0,59000
40,1,13,1,2,2.87,6,1,0,0,74000
60,0,13,1,5,2.31,10,0,0,1,98000
35,0,2,0,1,1.69,4,0,1,0,74000
53,0,2,0,2,3.86,7,1,0,0,87000
30,0,1,1,5,1.18,10,1,0,0,87000
25,0,1,0,4,1.48,8,0,1,0,58000
28,0,2,1,2,2.43,7,0,1,0,62000
35,0,3,1,4,3.78,10,0,1,0,112000
40,0,4,1,2,4,9,0,1,0,142000
48,1,1,1,1,1.76,3,0,0,0,44400
50,0,1,1,0,4,6,0,0,1,72000
54,0,2,1,2,1.7,4,0,0,1,73000
64,0,10,1,5,3.44,9,0,1,0,135000
44,1,2,1,3,2.28,4,0,0,1,64200
51,0,1,1,1,2.59,8,0,1,0,106000
61,0,1,1,2,2.36,6,1,0,0,72000
61,0,2,1,2,3.63,6,1,0,0,79000
48,0,1,1,6,3.46,10,0,1,0,163000
32,0,1,1,4,2.15,9,1,0,0,83000
32,0,6,1,1,3.3,7,0,1,0,88000
45,1,1,0,2,1.77,5,0,1,0,59000
60,1,2,1,4,2.3,10,0,1,0,63000
45,0,5,1,3,4,7,0,0,1,104000
30,0,5,1,5,3.99,10,0,1,0,107000
26,0,2,1,3,3.08,5,1,0,0,70000
50,1,12,1,1,2.49,6,0,0,1,63000
51,0,2,1,2,2.57,6,0,0,0,99000
45,0,5,1,1,3.52,5,1,0,0,59000
49,0,2,0,4,3.91,4,0,0,1,93000
38,0,1,1,3,2.91,6,1,0,0,61000
56,0,13,1,3,2.46,7,0,0,0,72000
35,0,4,1,0,1.54,4,1,0,0,55000
50,0,2,0,1,3.93,9,0,1,0,91000
53,1,2,1,1,2.13,4,1,0,0,53400
28,1,2,1,3,3.15,4,0,0,0,71400
34,0,2,1,3,1.96,5,1,0,0,73000
35,1,1,1,4,3.27,6,0,0,0,81000
49,0,2,1,3,3.73,8,1,0,0,122000
28,0,1,1,1,3.61,8,0,1,0,77000
56,1,6,1,1,2.86,8,1,0,0,80800
44,0,2,1,2,2.87,9,1,0,0,122000
41,0,2,1,4,1.12,5,0,1,0,82000
27,0,2,0,4,2.63,10,1,0,0,76000
42,1,2,0,2,2.3,5,1,0,0,61600
49,1,10,1,0,3.6,5,0,1,0,71200
64,0,2,1,0,3.41,5,0,0,1,58000
25,1,1,0,3,1.26,4,1,0,0,47000
60,1,1,1,4,2.75,7,0,0,1,65000
42,0,2,1,4,1.89,10,0,1,0,111000
54,0,11,0,2,2.3,5,0,0,1,59000
56,1,2,1,5,3.07,8,1,0,0,89800
45,0,5,1,0,1.97,5,1,0,0,56000
52,0,2,1,2,3.16,3,0,0,0,77000
24,0,7,1,1,2.97,6,0,0,0,58000
51,1,2,1,4,2.11,8,1,0,0,85800
49,0,1,1,2,2.83,7,1,0,0,84000
31,1,2,0,5,1.27,7,0,1,0,62800
46,0,2,1,3,1.83,4,0,0,1,72000
44,0,9,1,3,3.32,6,0,0,0,73000
29,1,1,1,3,3.69,10,1,0,0,89200
57,1,1,1,2,4,6,0,0,1,68600
44,0,2,1,5,1.26,5,0,0,0,70000
55,0,1,1,2,2.59,3,0,0,0,67000
35,0,2,1,1,2.13,4,0,1,0,48000
43,0,12,1,6,3.49,8,1,0,0,160000
33,1,2,1,4,3.68,9,1,0,0,98400
55,0,12,1,5,3.77,10,1,0,0,164000
50,1,2,0,1,1.95,5,1,0,0,59000
52,0,10,1,2,3.62,7,0,1,0,129000
37,0,5,0,4,2.07,6,0,0,1,70000
43,0,10,0,1,2.56,4,0,0,0,49000
44,0,2,1,2,2.6,3,0,0,1,73000
47,0,4,1,1,2.49,4,0,1,0,58000
28,1,1,1,3,2.13,5,1,0,0,72400
64,0,8,1,2,1.77,8,0,1,0,61000
45,0,1,1,0,3.32,5,1,0,0,53000
61,0,1,0,1,2.59,2,0,0,1,42000
45,0,2,1,2,3.3,7,0,0,0,64000
33,0,2,1,5,3.44,9,0,1,0,108000
24,0,7,1,1,2.91,8,0,1,0,40000
56,0,1,0,0,3.66,7,0,1,0,72000
26,0,2,0,1,2.42,4,1,0,0,48000
56,1,1,1,3,3.18,7,0,1,0,91800
50,0,1,1,1,4,9,1,0,0,99000
28,0,1,1,0,2.4,5,1,0,0,52000
58,0,2,1,1,1.37,3,0,1,0,73000
24,0,1,1,1,3.26,7,0,1,0,52000
37,0,12,1,2,2.6,10,1,0,0,96000
50,0,1,1,2,3.53,3,0,0,0,50000
31,1,3,1,0,2.23,4,0,0,0,49800
26,0,1,1,2,2.29,5,1,0,0,60000
57,1,1,1,3,3.77,8,0,1,0,91600
34,1,1,1,5,1.5,6,1,0,0,68200
58,0,1,1,1,3.43,5,1,0,0,82000
31,1,1,1,3,2.94,8,0,1,0,62800
56,0,10,1,3,1.2,6,0,1,0,83000
49,1,11,0,1,2.38,5,1,0,0,53200
26,0,1,1,5,1.53,6,0,0,1,55000
57,1,5,1,0,4,7,0,1,0,61600
43,0,1,1,0,1.43,4,1,0,0,59000
48,0,6,1,4,2.86,8,0,0,1,94000
63,0,2,1,2,1.68,5,0,1,0,57000
37,0,3,0,0,1.27,3,1,0,0,40000
33,0,1,1,4,1.89,8,0,1,0,83000
24,0,6,1,1,4,4,0,1,0,65000
46,0,1,1,4,2.36,5,1,0,0,91000
39,0,1,0,0,1.75,3,0,1,0,58000
61,0,4,1,2,3.45,6,0,1,0,89000
59,0,8,1,1,3.61,9,0,1,0,113000
60,1,1,1,1,1.33,5,0,1,0,56000
26,0,5,1,2,1.8,6,1,0,0,64000
58,0,2,1,1,3.34,6,0,1,0,92000
62,0,3,1,1,2.03,5,0,0,0,68000
50,0,2,1,2,2.74,8,0,1,0,129000
34,0,2,1,1,2.84,4,0,0,0,70000
65,1,2,1,2,2.28,5,1,0,0,60000
64,0,1,1,4,3.63,5,0,0,1,74000
27,0,6,1,2,3.14,8,0,1,0,60000
34,0,1,1,2,2.06,3,0,1,0,51000
30,0,8,0,1,4,8,1,0,0,51000
44,0,3,1,3,1.66,4,0,0,0,65000
55,1,2,1,4,1.29,8,1,0,0,61000
56,0,1,0,2,3.33,6,1,0,0,63000
28,0,2,1,2,3.36,8,0,1,0,64000
36,1,4,1,1,1.22,5,0,0,0,46800
41,1,5,1,2,3.39,7,0,1,0,67800
61,1,8,1,1,3.76,10,1,0,0,77800
48,1,2,1,4,2.4,9,0,1,0,95400
27,0,2,1,6,2.66,7,1,0,0,120000
49,1,1,0,1,2.26,4,0,0,0,43200
30,1,2,1,1,2.89,4,1,0,0,72000
55,0,11,0,2,2.97,8,0,0,1,62000
56,1,2,1,3,3.59,10,1,0,0,95800
33,1,2,1,3,2.95,5,1,0,0,63400
24,0,7,1,5,3.17,9,1,0,0,92000
65,0,1,1,0,2.7,5,1,0,0,80000
44,0,1,1,1,3.46,4,0,0,1,81000
35,1,12,1,2,2.24,5,0,0,1,57000
42,0,9,1,3,2.94,8,0,1,0,67000
28,1,7,1,6,1.79,9,0,1,0,79400
52,1,1,1,5,4,8,1,0,0,122600
46,0,2,1,3,4,5,0,0,0,76000
38,1,3,1,3,2.84,6,0,0,0,53400
61,0,2,1,1,3.16,6,1,0,0,46000
44,0,2,1,0,1.19,4,1,0,0,64000
55,0,1,1,2,3.92,8,1,0,0,87000
57,1,1,0,0,1.67,3,1,0,0,36600
43,0,2,1,1,2.37,6,0,1,0,110000
40,1,10,1,2,1.37,8,0,0,1,66000
30,0,2,1,6,1.51,8,0,0,0,74000
49,0,5,1,3,1.18,5,0,0,1,52000
35,0,2,1,3,2.83,6,0,0,1,85000
46,0,2,1,4,1.23,6,0,0,0,75000
54,1,2,0,3,3.28,5,0,1,0,64200
51,1,1,1,1,3.42,9,0,1,0,80800
65,1,2,1,5,2.02,4,0,0,1,45000
42,0,3,1,2,3.48,7,0,1,0,94000
38,0,1,1,0,4,4,1,0,0,80000
51,0,1,0,1,1.78,4,0,0,0,47000
45,1,2,0,3,2.07,5,1,0,0,61000
57,0,1,1,2,3.77,9,1,0,0,141000
59,0,1,1,3,3.36,9,1,0,0,78000
47,0,4,1,2,2.25,8,0,1,0,85000
30,0,10,1,1,2.45,10,0,1,0,54000
33,0,2,1,3,3.25,8,0,1,0,73000
27,0,2,1,6,3.05,9,0,0,0,87000
44,0,1,0,2,3.31,5,0,1,0,67000
35,0,1,1,3,3.31,7,1,0,0,89000
45,0,2,0,3,3.26,7,0,1,0,97000
43,0,1,1,2,4,8,1,0,0,84000
52,0,6,1,1,1.72,5,0,0,1,72000
60,0,1,0,2,2.81,5,0,1,0,54000
25,1,1,1,1,4,5,0,1,0,54000
24,0,6,0,0,2.14,5,0,1,0,42000
45,1,2,1,3,1.62,7,0,0,1,61000
42,1,1,1,2,3.84,8,1,0,0,100600
25,0,2,1,0,2.14,5,0,1,0,41000
32,1,2,1,4,2.97,4,1,0,0,54600
38,1,2,1,2,3.25,8,1,0,0,74400
26,0,2,1,2,1.27,3,0,0,0,43000
59,0,1,1,2,3.49,7,0,1,0,82000
49,0,9,0,5,1.47,6,0,0,0,68000
51,0,2,1,4,2.92,9,0,1,0,108000
42,1,1,1,0,3.11,5,0,1,0,80600
38,1,5,1,4,3.3,8,1,0,0,100400
38,1,2,1,3,1.88,9,0,1,0,69400
55,0,1,1,2,4,7,0,1,0,100000
34,0,1,1,4,2.86,8,0,1,0,94000
28,0,1,1,4,1.92,7,0,1,0,55000
54,1,2,1,1,2.85,4,0,0,1,61200
40,1,1,1,3,2.46,5,1,0,0,59000
32,0,3,1,1,1.74,6,1,0,0,61000
24,1,1,1,5,3.73,8,1,0,0,62200
59,1,8,1,5,3.39,10,0,0,1,74200
