Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS,Explorer,Diplomat,Analyst
3336,Hardware,43,1,1,1,Explorer,1,3.22,56400,4,1,0,0
3338,Hardware,49,0,5,0,Explorer,1,2.6,65000,8,1,0,0
3345,Hardware,61,1,2,1,Explorer,6,2.34,78800,8,1,0,0
3347,Hardware,26,0,8,1,Analyst,2,3.44,55000,6,0,0,1
3348,Hardware,56,0,1,1,Sentinel,3,2.71,103000,4,0,0,0
3351,Hardware,58,0,1,1,Analyst,3,4,117000,5,0,0,1
3352,Hardware,54,1,1,1,Sentinel,0,2.64,50200,4,0,0,0
3354,Hardware,32,0,2,1,Diplomat,1,3.42,58000,3,0,1,0
3356,Hardware,53,0,1,1,Explorer,2,2.89,70000,8,1,0,0
3358,Hardware,50,0,1,1,Explorer,1,3.82,93000,9,1,0,0
3365,Hardware,26,0,2,1,Explorer,2,2.75,90000,5,1,0,0
3367,Hardware,32,0,1,1,Explorer,2,4,77000,6,1,0,0
3371,Hardware,47,0,6,1,Explorer,2,4,121000,9,1,0,0
3372,Hardware,32,0,10,1,Explorer,1,2.92,94000,10,1,0,0
3374,Hardware,50,1,1,1,Sentinel,1,3.24,48000,3,0,0,0
3376,Hardware,53,1,2,0,Analyst,1,2.56,38400,2,0,0,1
3378,Hardware,63,0,1,1,Sentinel,1,2.97,69000,3,0,0,0
3385,Hardware,59,1,1,0,Explorer,0,4,53200,6,1,0,0
3387,Hardware,49,0,1,0,Sentinel,5,2.05,67000,6,0,0,0
3390,Hardware,51,1,1,1,Sentinel,2,2.78,71800,4,0,0,0
3397,Hardware,54,1,2,1,Diplomat,1,2.62,72200,7,0,1,0
3400,Hardware,49,0,2,0,Sentinel,3,4,85000,5,0,0,0
3402,Hardware,35,1,1,0,Sentinel,2,2.23,38000,2,0,0,0
3405,Hardware,41,0,2,1,Diplomat,3,2.04,84000,4,0,1,0
3406,Hardware,34,0,2,1,Explorer,0,2.5,61000,5,1,0,0
3407,Hardware,45,0,2,1,Explorer,2,2.87,71000,5,1,0,0
3408,Hardware,37,0,12,1,Diplomat,0,2.35,51000,9,0,1,0
3409,Hardware,28,1,1,0,Diplomat,2,2.26,46400,3,0,1,0
3415,Hardware,44,1,2,1,Analyst,2,3.5,76200,7,0,0,1
3416,Hardware,44,0,5,1,Explorer,0,1.61,77000,4,1,0,0
3417,Hardware,26,0,1,1,Analyst,5,3.42,65000,6,0,0,1
3420,Hardware,43,0,1,1,Analyst,0,1.5,47000,3,0,0,1
3421,Hardware,31,1,2,1,Explorer,2,2.23,61800,6,1,0,0
3422,Hardware,44,0,2,1,Explorer,4,1.18,109000,8,1,0,0
3425,Hardware,36,1,7,0,Analyst,0,2.74,56800,3,0,0,1
3428,Hardware,27,0,2,1,Explorer,3,2.58,60000,7,1,0,0
3429,Hardware,46,0,8,1,Analyst,2,3.01,55000,7,0,0,1
3432,Hardware,38,0,2,1,Diplomat,1,3.43,76000,6,0,1,0
3434,Hardware,62,0,7,1,Explorer,1,1.88,80000,7,1,0,0
3435,Hardware,39,0,2,0,Diplomat,6,3.67,72000,8,0,1,0
3436,Hardware,29,0,2,1,Sentinel,6,2.49,67000,10,0,0,0
3437,Hardware,32,0,1,1,Explorer,5,4,116000,8,1,0,0
3439,Hardware,55,0,2,1,Diplomat,1,2.78,66000,4,0,1,0
3440,Hardware,57,0,2,0,Sentinel,3,1.75,59000,5,0,0,0
3441,Hardware,33,1,2,1,Diplomat,1,1.24,55400,5,0,1,0
3442,Hardware,46,0,1,1,Diplomat,2,3.73,130000,7,0,1,0
3444,Hardware,63,0,1,1,Diplomat,0,3.87,58000,2,0,1,0
3445,Hardware,47,0,1,1,Sentinel,3,3.36,75000,5,0,0,0
3446,Hardware,46,0,7,1,Explorer,3,2.14,105000,8,1,0,0
3447,Hardware,25,1,1,0,Diplomat,3,2.55,49000,6,0,1,0
3448,Hardware,40,1,6,1,Diplomat,1,1.24,62000,5,0,1,0
3453,Hardware,50,0,8,0,Diplomat,3,4,94000,10,0,1,0
3456,Hardware,53,0,1,1,Explorer,1,1.42,67000,5,1,0,0
3458,Hardware,51,1,1,1,Explorer,0,4,78800,8,1,0,0
3461,Hardware,52,0,1,0,Analyst,4,3.2,86000,7,0,0,1
3462,Hardware,46,0,1,1,Explorer,5,2.53,110000,9,1,0,0
3464,Hardware,56,1,2,1,Diplomat,2,1.64,65800,7,0,1,0
3468,Hardware,29,0,1,1,Diplomat,2,3.87,65000,7,0,1,0
3469,Hardware,62,1,1,1,Sentinel,2,3.65,74600,6,0,0,0
3470,Hardware,44,0,2,1,Diplomat,4,2.41,70000,8,0,1,0
3471,Hardware,64,1,2,1,Diplomat,4,1.59,65200,8,0,1,0
3473,Hardware,48,0,1,1,Sentinel,2,1.23,74000,5,0,0,0
3482,Hardware,61,0,6,1,Explorer,1,1.39,76000,8,1,0,0
3484,Hardware,42,0,2,1,Explorer,1,3.42,77000,8,1,0,0
3486,Hardware,36,1,1,0,Sentinel,2,1.72,58800,3,0,0,0
3490,Hardware,25,1,2,0,Diplomat,3,2.65,46000,9,0,1,0
3491,Hardware,33,0,1,1,Diplomat,2,3.71,59000,4,0,1,0
3493,Hardware,31,0,2,1,Analyst,5,2.34,54000,4,0,0,1
3497,Hardware,58,0,1,1,Explorer,5,1.71,105000,6,1,0,0
3504,Hardware,56,1,2,1,Diplomat,0,2.92,65800,8,0,1,0
3507,Hardware,53,1,2,1,Analyst,3,2.22,68400,5,0,0,1
3508,Hardware,57,1,4,1,Diplomat,6,2.64,96600,8,0,1,0
3511,Hardware,31,1,1,1,Explorer,2,2.74,63800,5,1,0,0
3513,Hardware,35,1,2,1,Explorer,2,2.61,75000,5,1,0,0
3516,Hardware,60,1,1,0,Explorer,1,2.01,57000,5,1,0,0
3517,Hardware,26,1,1,1,Explorer,2,3.65,67800,4,1,0,0
3518,Hardware,41,0,2,1,Analyst,3,3.21,89000,3,0,0,1
3519,Hardware,36,1,1,0,Diplomat,4,1.79,70800,6,0,1,0
3520,Hardware,54,0,2,0,Diplomat,0,1.71,55000,3,0,1,0
3522,Hardware,38,0,1,1,Explorer,1,2.96,73000,5,1,0,0
3523,Hardware,27,1,2,0,Analyst,3,3.02,54600,4,0,0,1
3526,Hardware,53,0,11,1,Explorer,2,1.7,74000,8,1,0,0
3527,Hardware,37,0,2,1,Diplomat,2,3.33,116000,7,0,1,0
3529,Hardware,49,1,4,1,Diplomat,1,4,86200,9,0,1,0
3530,Hardware,45,0,2,1,Sentinel,6,3.06,77000,7,0,0,0
3531,Hardware,55,0,2,0,Diplomat,0,4,73000,8,0,1,0
3534,Hardware,32,0,1,1,Analyst,4,4,88000,6,0,0,1
3537,Hardware,61,0,9,1,Sentinel,5,3.11,109000,9,0,0,0
3539,Hardware,50,0,2,1,Diplomat,1,3.16,67000,9,0,1,0
3541,Hardware,26,0,1,1,Explorer,2,1.81,54000,7,1,0,0
3543,Hardware,46,1,2,1,Diplomat,4,4,92800,10,0,1,0
3546,Hardware,24,0,7,1,Explorer,3,2.17,61000,9,1,0,0
3547,Hardware,32,1,7,1,Sentinel,1,2.72,48600,6,0,0,0
3548,Hardware,54,0,2,0,Sentinel,4,2.02,56000,6,0,0,0
3549,Hardware,60,0,2,0,Explorer,1,2.85,47000,4,1,0,0
3550,Hardware,36,0,1,0,Explorer,2,1.12,48000,6,1,0,0
3551,Hardware,52,1,2,1,Diplomat,4,3,101600,7,0,1,0
3553,Hardware,48,0,2,1,Diplomat,5,1.86,118000,9,0,1,0
3554,Hardware,31,0,2,1,Explorer,4,2.56,93000,6,1,0,0
3555,Hardware,51,0,2,1,Analyst,0,3.04,61000,3,0,0,1
3557,Hardware,53,0,1,0,Explorer,2,1.3,61000,4,1,0,0
3562,Hardware,37,1,13,1,Diplomat,6,1.45,90600,7,0,1,0
3563,Hardware,39,0,2,1,Explorer,1,1.12,72000,4,1,0,0
3566,Hardware,51,1,1,1,Analyst,2,2.03,54800,4,0,0,1
3568,Hardware,26,0,2,1,Explorer,1,1.25,38000,3,1,0,0
3570,Hardware,57,0,2,1,Diplomat,0,1.9,85000,8,0,1,0
3576,Hardware,49,0,6,1,Explorer,4,1.65,93000,6,1,0,0
3578,Hardware,40,0,2,1,Explorer,3,3.04,86000,7,1,0,0
3581,Hardware,53,1,2,1,Diplomat,1,2.3,59400,4,0,1,0
3582,Hardware,35,0,1,1,Diplomat,4,2.73,77000,6,0,1,0
3584,Hardware,27,1,2,1,Diplomat,5,1.82,77600,6,0,1,0
3587,Hardware,49,0,2,1,Diplomat,2,2.02,72000,6,0,1,0
3590,Hardware,50,0,1,1,Diplomat,3,3.69,114000,8,0,1,0
3592,Hardware,63,0,1,0,Diplomat,3,1.9,58000,6,0,1,0
3593,Hardware,33,0,2,1,Explorer,0,1.83,61000,3,1,0,0
3594,Hardware,54,0,1,1,Explorer,3,3.85,96000,6,1,0,0
3595,Hardware,57,0,2,1,Diplomat,4,2.96,113000,7,0,1,0
3596,Hardware,25,1,2,0,Diplomat,1,2.48,41000,4,0,1,0
3597,Hardware,52,0,2,1,Diplomat,4,3.17,114000,7,0,1,0
3599,Hardware,25,1,2,1,Explorer,4,1.54,64000,6,1,0,0
3601,Hardware,29,1,1,1,Sentinel,1,2.22,50200,3,0,0,0
3602,Hardware,52,1,4,0,Explorer,4,3.35,79600,7,1,0,0
3603,Hardware,46,1,6,1,Explorer,0,3.94,63800,9,1,0,0
3612,Hardware,35,1,1,0,Explorer,5,1.17,61000,7,1,0,0
3613,Hardware,33,1,4,1,Explorer,4,2.27,56400,8,1,0,0
3614,Hardware,33,1,2,0,Sentinel,3,2.62,62400,5,0,0,0
3615,Hardware,29,1,1,1,Diplomat,3,2.3,63200,6,0,1,0
3617,Hardware,53,1,1,1,Analyst,1,3.37,48400,3,0,0,1
3620,Hardware,43,0,3,1,Sentinel,3,3.01,69000,5,0,0,0
3621,Hardware,53,1,2,1,Explorer,0,3.45,73400,5,1,0,0
3624,Hardware,32,0,11,0,Diplomat,3,4,95000,9,0,1,0
3626,Hardware,25,0,1,1,Explorer,1,1.63,42000,8,1,0,0
3627,Hardware,51,0,9,0,Explorer,6,3.22,138000,10,1,0,0
3628,Hardware,49,0,1,1,Explorer,2,2.71,111000,7,1,0,0
3629,Hardware,39,0,1,1,Diplomat,5,1.25,70000,8,0,1,0
3631,Hardware,29,0,1,1,Diplomat,2,1.46,54000,6,0,1,0
3637,Hardware,50,1,6,1,Diplomat,3,2.16,117000,7,0,1,0
3638,Hardware,54,0,2,1,Sentinel,3,1.98,74000,4,0,0,0
3641,Hardware,51,1,7,1,Explorer,2,3.17,75800,6,1,0,0
3643,Hardware,41,1,1,0,Explorer,5,2.53,64800,7,1,0,0
3644,Hardware,27,0,2,1,Analyst,1,3.05,49000,5,0,0,1
3648,Hardware,32,0,7,0,Sentinel,3,3.3,49000,4,0,0,0
3650,Hardware,46,0,2,0,Explorer,1,3.34,66000,6,1,0,0
3651,Hardware,55,0,2,1,Explorer,5,2.5,135000,9,1,0,0
3656,Hardware,31,0,2,1,Analyst,4,1.22,67000,3,0,0,1
3659,Hardware,36,0,1,1,Diplomat,1,2.22,85000,4,0,1,0
3660,Hardware,32,1,2,1,Diplomat,1,1.31,67600,3,0,1,0
3663,Hardware,51,1,1,0,Diplomat,0,4,51800,7,0,1,0
3666,Hardware,25,0,6,1,Analyst,0,3.26,28000,4,0,0,1
3667,Hardware,25,1,2,1,Analyst,2,1.17,38000,4,0,0,1
3668,Hardware,36,0,2,0,Sentinel,1,3.38,58000,3,0,0,0
3669,Hardware,59,0,2,1,Explorer,1,3.59,75000,6,1,0,0
3670,Hardware,44,0,1,1,Sentinel,3,2.59,58000,3,0,0,0
3671,Hardware,28,0,1,1,Diplomat,2,2.85,78000,7,0,1,0
3675,Hardware,26,0,1,1,Diplomat,2,2.36,52000,7,0,1,0
3676,Hardware,62,0,2,1,Explorer,2,4,94000,8,1,0,0
3677,Hardware,53,0,6,1,Analyst,1,3.78,75000,4,0,0,1
3679,Hardware,35,0,6,1,Diplomat,3,4,78000,9,0,1,0
3680,Hardware,60,0,6,1,Analyst,2,2.57,64000,4,0,0,1
3685,Hardware,52,0,7,1,Diplomat,1,1.27,64000,5,0,1,0
3688,Hardware,44,0,2,1,Analyst,4,2.21,93000,4,0,0,1
3690,Hardware,25,0,8,1,Diplomat,1,2.87,49000,3,0,1,0
3691,Hardware,43,0,1,1,Diplomat,4,2.29,96000,7,0,1,0
3692,Hardware,50,1,1,0,Explorer,3,2.52,66000,3,1,0,0
3694,Hardware,54,0,1,1,Diplomat,5,2.7,144000,10,0,1,0
3695,Hardware,24,0,2,0,Diplomat,1,3.42,36000,7,0,1,0
3696,Hardware,49,1,1,1,Explorer,0,2.83,40200,2,1,0,0
3697,Hardware,65,0,2,1,Analyst,5,3.82,74000,7,0,0,1
3699,Hardware,34,0,2,1,Explorer,6,2.49,110000,10,1,0,0
3700,Hardware,45,0,2,1,Explorer,1,2.08,74000,5,1,0,0
3703,Hardware,63,0,2,1,Explorer,2,1.18,65000,6,1,0,0
3707,Hardware,53,1,1,1,Explorer,5,3.15,101400,8,1,0,0
3710,Hardware,51,0,5,1,Explorer,5,1.54,116000,9,1,0,0
3711,Hardware,31,0,1,1,Diplomat,0,1.18,49000,4,0,1,0
3713,Hardware,45,0,2,1,Analyst,3,4,108000,8,0,0,1
3715,Hardware,34,0,7,1,Explorer,0,2.43,51000,6,1,0,0
3717,Hardware,46,0,1,1,Diplomat,1,3.02,81000,7,0,1,0
3719,Hardware,31,0,1,1,Sentinel,4,2.93,68000,6,0,0,0
3725,Hardware,27,0,3,1,Diplomat,2,2.75,60000,4,0,1,0
3728,Hardware,50,1,2,1,Diplomat,0,1.85,50000,3,0,1,0
3731,Hardware,64,1,1,0,Diplomat,2,1.79,49200,6,0,1,0
3733,Hardware,44,0,2,1,Explorer,1,1.58,88000,6,1,0,0
3737,Hardware,51,1,2,1,Analyst,4,3.77,75800,7,0,0,1
3738,Hardware,55,0,1,1,Diplomat,1,3.69,80000,7,0,1,0
3739,Hardware,32,1,1,1,Sentinel,3,3.51,69600,8,0,0,0
3743,Hardware,27,0,2,1,Sentinel,1,2.07,39000,3,0,0,0
3745,Hardware,59,0,1,0,Explorer,1,3.51,89000,5,1,0,0
3746,Hardware,31,0,2,1,Diplomat,4,3.07,98000,8,0,1,0
3747,Hardware,30,1,2,1,Explorer,2,1.11,53000,8,1,0,0
3748,Hardware,56,1,1,1,Explorer,0,3.54,68800,8,1,0,0
3751,Hardware,27,1,10,0,Explorer,1,4,65600,8,1,0,0
3754,Hardware,50,0,1,0,Diplomat,1,1.41,56000,4,0,1,0
3756,Hardware,64,1,1,1,Diplomat,2,1.85,48200,6,0,1,0
3757,Hardware,51,0,4,1,Explorer,4,2.52,122000,7,1,0,0
3759,Hardware,64,0,1,1,Analyst,2,2.19,56000,3,0,0,1
3760,Hardware,39,1,2,1,Explorer,0,3.98,90200,8,1,0,0
3761,Hardware,45,0,12,0,Explorer,6,1.36,98000,8,1,0,0
3762,Hardware,40,1,1,0,Explorer,1,3.77,64000,5,1,0,0
3763,Hardware,55,1,6,1,Explorer,2,4,97000,9,1,0,0
3765,Hardware,55,1,1,1,Diplomat,4,1.36,72000,6,0,1,0
3767,Hardware,63,1,2,0,Sentinel,2,3.76,60400,6,0,0,0
3769,Hardware,44,1,10,1,Sentinel,4,2.43,77200,6,0,0,0
3770,Hardware,62,0,1,1,Diplomat,4,1.8,104000,10,0,1,0
3773,Hardware,26,0,9,1,Diplomat,6,2.93,97000,9,0,1,0
3774,Hardware,50,1,2,1,Explorer,0,1.16,54000,4,1,0,0
3778,Hardware,47,1,2,0,Sentinel,3,3.1,60600,4,0,0,0
3779,Hardware,49,0,1,1,Diplomat,2,2.23,79000,5,0,1,0
3782,Hardware,38,0,2,1,Explorer,2,2.69,73000,4,1,0,0
3783,Hardware,29,1,7,1,Diplomat,3,4,85200,10,0,1,0
3787,Hardware,40,0,2,1,Diplomat,1,2.37,62000,4,0,1,0
3790,Hardware,27,1,1,0,Diplomat,3,4,60600,9,0,1,0
3791,Hardware,59,0,1,0,Diplomat,5,2.17,83000,5,0,1,0
3792,Hardware,48,1,1,0,Explorer,2,1.11,57400,5,1,0,0
3800,Hardware,54,0,1,1,Diplomat,2,3.33,97000,5,0,1,0
3801,Hardware,47,0,1,1,Diplomat,2,2.54,56000,5,0,1,0
3802,Hardware,41,0,2,1,Diplomat,0,3.21,54000,3,0,1,0
3803,Hardware,59,0,1,0,Explorer,2,2.68,59000,6,1,0,0
3804,Hardware,37,0,11,0,Diplomat,1,2.49,49000,5,0,1,0
3808,Hardware,53,0,2,1,Diplomat,2,2.68,80000,5,0,1,0
3809,Hardware,62,0,1,1,Sentinel,4,4,100000,7,0,0,0
3811,Hardware,27,0,8,1,Analyst,2,2.79,34000,4,0,0,1
3812,Hardware,49,0,1,1,Explorer,5,3.35,171000,9,1,0,0
3814,Hardware,62,0,8,1,Diplomat,1,2.81,63000,8,0,1,0
3816,Hardware,32,0,1,1,Diplomat,2,1.52,53000,6,0,1,0
3817,Hardware,34,1,1,1,Explorer,3,1.21,50200,4,1,0,0
3819,Hardware,49,0,1,1,Sentinel,6,2.03,117000,5,0,0,0
3824,Hardware,44,0,1,0,Diplomat,1,1.93,59000,4,0,1,0
3826,Hardware,25,1,1,1,Diplomat,4,3.41,63000,9,0,1,0
3827,Hardware,31,0,8,0,Sentinel,5,1.54,40000,4,0,0,0
3831,Hardware,29,0,1,0,Sentinel,1,2.13,37000,4,0,0,0
3838,Hardware,53,0,1,0,Explorer,0,3.31,71000,6,1,0,0
3839,Hardware,54,0,2,0,Explorer,3,2.41,76000,3,1,0,0
3840,Hardware,32,0,2,1,Sentinel,2,3.84,42000,2,0,0,0
3841,Hardware,64,0,1,1,Sentinel,2,3.71,67000,6,0,0,0
3845,Hardware,64,0,2,1,Explorer,3,1.71,67000,5,1,0,0
3848,Hardware,29,0,5,1,Sentinel,4,3.68,65000,6,0,0,0
3850,Hardware,62,1,2,0,Explorer,3,1.89,70600,8,1,0,0
3851,Hardware,36,0,2,1,Explorer,1,1.31,64000,5,1,0,0
3852,Hardware,60,0,7,1,Diplomat,1,4,85000,8,0,1,0
3853,Hardware,51,0,1,1,Diplomat,3,2.86,103000,8,0,1,0
3856,Hardware,37,1,1,0,Diplomat,2,2.65,70600,7,0,1,0
3857,Hardware,63,0,2,0,Sentinel,1,2.02,45000,4,0,0,0
3859,Hardware,53,0,4,1,Diplomat,4,4,118000,10,0,1,0
3861,Hardware,64,0,2,0,Sentinel,4,1.74,55000,7,0,0,0
3864,Hardware,48,0,2,1,Explorer,2,3.62,127000,8,1,0,0
3867,Hardware,32,0,2,0,Explorer,1,2.46,40000,7,1,0,0
3870,Hardware,43,0,5,1,Explorer,3,3.06,111000,8,1,0,0
3873,Hardware,48,1,7,1,Explorer,1,1.64,67400,7,1,0,0
3874,Hardware,56,0,2,1,Explorer,0,1.12,54000,3,1,0,0
3875,Hardware,29,1,2,0,Analyst,3,2.5,61200,6,0,0,1
3876,Hardware,48,0,1,1,Sentinel,4,2.49,101000,4,0,0,0
3879,Hardware,25,1,8,1,Analyst,0,3.69,58000,8,0,0,1
3880,Hardware,50,0,6,1,Analyst,3,2.56,97000,6,0,0,1
3881,Hardware,40,1,1,1,Diplomat,3,4,126000,8,0,1,0
3882,Hardware,30,0,2,0,Diplomat,2,3.87,81000,6,0,1,0
3887,Hardware,57,1,2,1,Explorer,1,1.53,59600,7,1,0,0
3889,Hardware,33,0,1,1,Diplomat,5,4,139000,8,0,1,0
3892,Hardware,40,0,9,1,Explorer,5,2.31,99000,9,1,0,0
3896,Hardware,30,0,2,1,Diplomat,3,2.02,85000,6,0,1,0
3899,Hardware,56,1,1,1,Sentinel,2,3.59,73800,5,0,0,0
3901,Hardware,29,0,2,1,Diplomat,2,2.23,48000,4,0,1,0
3902,Hardware,56,0,9,0,Diplomat,2,3.2,77000,8,0,1,0
3903,Hardware,49,1,2,0,Explorer,1,3.91,67200,7,1,0,0
3906,Hardware,27,0,1,1,Sentinel,0,3.16,44000,3,0,0,0
3908,Hardware,31,0,2,1,Sentinel,4,2.51,59000,5,0,0,0
3909,Hardware,45,1,2,1,Explorer,2,4,92000,7,1,0,0
3911,Hardware,37,0,2,1,Explorer,1,4,94000,5,1,0,0
3912,Hardware,51,0,1,1,Sentinel,0,4,74000,3,0,0,0
3913,Hardware,42,1,3,1,Sentinel,1,1.9,44600,4,0,0,0
3914,Hardware,25,0,5,1,Explorer,6,4,105000,9,1,0,0
3915,Hardware,39,1,2,1,Explorer,1,1.72,74200,5,1,0,0
3918,Hardware,48,0,1,1,Sentinel,1,2.88,73000,4,0,0,0
3921,Hardware,61,0,8,1,Explorer,1,3.38,63000,5,1,0,0
3923,Hardware,25,0,2,0,Explorer,0,4,54000,5,1,0,0
3924,Hardware,45,0,6,1,Diplomat,1,1.74,89000,8,0,1,0
3926,Hardware,29,1,5,0,Diplomat,4,2.03,61200,5,0,1,0
3927,Hardware,45,0,1,0,Sentinel,2,3.22,37000,5,0,0,0
3928,Hardware,46,0,1,0,Sentinel,6,2.84,60000,5,0,0,0
3929,Hardware,61,1,2,1,Explorer,1,1.24,39800,4,1,0,0
3931,Hardware,56,1,1,1,Diplomat,2,2.34,66800,4,0,1,0
3937,Hardware,49,0,1,0,Diplomat,3,2.95,58000,5,0,1,0
3938,Hardware,49,0,2,1,Diplomat,1,2.46,79000,5,0,1,0
3940,Hardware,45,0,2,0,Diplomat,4,2.27,74000,7,0,1,0
3943,Hardware,56,0,4,1,Diplomat,0,1.96,55000,5,0,1,0
3945,Hardware,44,1,5,1,Sentinel,1,1.96,52200,3,0,0,0
3946,Hardware,53,0,2,1,Explorer,0,2.58,76000,4,1,0,0
3947,Hardware,47,0,2,1,Explorer,1,1.46,64000,4,1,0,0
3949,Hardware,34,1,11,1,Analyst,3,2.26,68200,6,0,0,1
3950,Hardware,32,0,2,0,Explorer,2,3.1,71000,7,1,0,0
3951,Hardware,25,0,2,1,Explorer,0,2.13,38000,2,1,0,0
3952,Hardware,27,1,6,1,Diplomat,0,1.12,46600,5,0,1,0
3955,Hardware,58,1,2,0,Sentinel,3,3.02,49400,4,0,0,0
3958,Hardware,63,1,4,1,Explorer,4,1.35,70400,6,1,0,0
3959,Hardware,32,1,2,1,Diplomat,5,3.71,104600,10,0,1,0
3964,Hardware,53,1,1,1,Explorer,1,2.81,78400,10,1,0,0
3965,Hardware,28,0,1,1,Explorer,3,2.28,66000,7,1,0,0
3966,Hardware,53,0,1,1,Explorer,2,2.47,71000,4,1,0,0
3967,Hardware,58,0,1,1,Diplomat,2,3.42,83000,7,0,1,0
3969,Hardware,39,1,5,1,Sentinel,4,3.37,74200,7,0,0,0
3970,Hardware,39,1,2,1,Sentinel,0,1.47,45200,3,0,0,0
3972,Hardware,58,0,2,1,Explorer,3,2.7,117000,10,1,0,0
3975,Hardware,54,0,7,0,Analyst,2,4,78000,7,0,0,1
3982,Hardware,36,1,2,1,Diplomat,2,2.06,60800,6,0,1,0
3983,Hardware,40,0,2,1,Diplomat,3,3.13,93000,4,0,1,0
3987,Hardware,35,0,2,1,Explorer,6,2.52,87000,7,1,0,0
3988,Hardware,40,1,1,0,Diplomat,3,1.41,60000,4,0,1,0
3990,Hardware,60,1,2,1,Explorer,1,1.73,60000,5,1,0,0
3991,Hardware,25,0,8,1,Diplomat,2,3.59,50000,6,0,1,0
3993,Hardware,41,0,1,1,Explorer,1,1.94,72000,4,1,0,0
3994,Hardware,55,0,2,1,Analyst,2,2.33,64000,2,0,0,1
3996,Hardware,41,0,1,1,Diplomat,0,3.04,85000,5,0,1,0
3998,Hardware,57,0,2,0,Diplomat,2,4,84000,8,0,1,0
3999,Hardware,28,0,10,1,Analyst,2,3.92,71000,6,0,0,1
4000,Hardware,62,1,1,1,Explorer,0,2.95,38600,3,1,0,0
4006,Hardware,27,1,1,1,Sentinel,2,2.73,50600,3,0,0,0
4009,Hardware,59,0,1,0,Sentinel,5,3.76,104000,8,0,0,0
4010,Hardware,57,1,1,1,Explorer,4,2.94,126600,9,1,0,0
4011,Hardware,37,0,2,1,Explorer,3,3.55,130000,9,1,0,0
4015,Hardware,63,0,3,1,Diplomat,3,1.61,93000,9,0,1,0
4016,Hardware,41,0,1,0,Analyst,1,2.31,71000,4,0,0,1
4018,Hardware,49,1,1,1,Explorer,1,1.38,73200,6,1,0,0
4019,Hardware,32,1,2,1,Explorer,0,4,75600,3,1,0,0
4023,Hardware,39,0,1,1,Diplomat,5,3.08,107000,10,0,1,0
4028,Hardware,59,1,6,0,Diplomat,2,3.21,63200,8,0,1,0
4030,Hardware,47,0,8,1,Explorer,5,1.9,104000,9,1,0,0
4031,Hardware,27,1,1,0,Sentinel,3,3.64,52600,7,0,0,0
4032,Hardware,57,0,2,1,Diplomat,3,1.28,86000,6,0,1,0
4034,Hardware,42,0,4,1,Analyst,6,4,180000,10,0,0,1
4035,Hardware,32,0,2,1,Analyst,2,2.54,41000,4,0,0,1
4036,Hardware,45,1,2,0,Explorer,2,1.97,41000,5,1,0,0
4037,Hardware,29,1,2,1,Explorer,2,3.81,77200,7,1,0,0
4039,Hardware,36,1,1,1,Diplomat,5,2.45,64800,9,0,1,0
4041,Hardware,28,0,1,0,Explorer,3,1.69,71000,5,1,0,0
4042,Hardware,51,1,1,0,Sentinel,1,3.95,57800,4,0,0,0
4043,Hardware,48,1,2,0,Explorer,0,1.37,39400,2,1,0,0
4046,Hardware,53,0,2,1,Sentinel,2,2.16,70000,4,0,0,0
4047,Hardware,65,1,1,1,Explorer,2,2.43,69000,7,1,0,0
4049,Hardware,33,0,2,1,Explorer,1,2.58,64000,8,1,0,0
4050,Hardware,26,0,7,1,Explorer,2,3.12,73000,10,1,0,0
4053,Hardware,58,1,3,0,Sentinel,1,4,55400,3,0,0,0
4058,Hardware,49,0,1,1,Explorer,2,4,98000,9,1,0,0
4061,Hardware,37,0,6,1,Explorer,4,4,125000,9,1,0,0
4062,Hardware,36,0,1,0,Sentinel,1,2.2,40000,2,0,0,0
4066,Hardware,25,0,2,1,Diplomat,3,2.67,66000,10,0,1,0
4068,Hardware,38,1,1,1,Sentinel,5,1.24,67400,5,0,0,0
4069,Hardware,43,0,1,1,Sentinel,4,3.28,83000,6,0,0,0
4074,Hardware,40,1,2,1,Diplomat,0,1.91,58000,4,0,1,0
4077,Hardware,52,1,2,1,Diplomat,4,2.32,91600,8,0,1,0
4078,Hardware,34,1,2,1,Diplomat,4,2.76,70200,8,0,1,0
4080,Hardware,37,0,2,1,Diplomat,2,3.1,83000,6,0,1,0
4086,Hardware,55,0,2,1,Sentinel,5,3.47,123000,4,0,0,0
4088,Hardware,39,0,1,1,Analyst,1,2.23,62000,6,0,0,1
4090,Hardware,37,1,1,1,Analyst,1,2.4,53600,3,0,0,1
4096,Hardware,43,0,5,1,Sentinel,5,2.96,72000,8,0,0,0
4098,Hardware,26,1,1,1,Explorer,5,3.31,92800,7,1,0,0
4103,Hardware,41,1,10,0,Explorer,0,3.64,90800,7,1,0,0
4107,Hardware,60,0,1,1,Explorer,5,3.84,129000,9,1,0,0
4108,Hardware,28,1,2,0,Diplomat,2,2.64,58400,6,0,1,0
4111,Hardware,48,0,2,1,Explorer,0,2.43,57000,5,1,0,0
4116,Hardware,51,0,2,1,Explorer,5,4,168000,9,1,0,0
4117,Hardware,26,1,2,0,Diplomat,2,2.92,54800,8,0,1,0
4118,Hardware,27,1,1,1,Diplomat,2,2.16,71600,5,0,1,0
4121,Hardware,30,0,10,0,Sentinel,1,2.5,42000,5,0,0,0
4122,Hardware,58,1,1,1,Sentinel,1,4,68400,5,0,0,0
